imageTest.thisRepN,imageTest.thisTrialN,imageTest.thisN,imageTest.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image_5.started,image_5.stopped,image_6.started,image_6.stopped,image_7.started,image_7.stopped,image_8.started,image_8.stopped,image_9.started,image_9.stopped,key_resp_7.keys,key_resp_7.rt,polygon_6.started,polygon_6.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,currTrial,imgName,soa,fixTime,jitter,stim.started,stim.stopped,mask.started,mask.stopped,mainTrial_response.keys,mainTrial_response.rt,mainTrial_response.started,mainTrial_response.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,113.28345239999999,113.96706150000045,59,imgs/3_stim.png,0.06768376261884904,0.6708603606100823,0.39519227105332877,114.33393930000057,114.36726410000028,114.41723619999993,114.45059840000067,a,1.267544799999996,113.46690519999993,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,114.76744430000053,115.6010780000006,60,imgs/4_stim.png,0.018738927488024235,0.8266414940897429,0.07858391308336976,115.65109960000063,115.68455760000052,115.68455760000052,115.71783190000042,e,1.2774920000001657,114.9508177000007,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,116.26806820000002,117.25181800000064,61,imgs/1_stim.png,0.02852844508712863,0.9766647987824106,0.15206843379206153,117.38522770000054,117.41857240000081,117.41857240000081,117.45192550000047,a,1.3638449000000037,116.45145339999999,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,117.85209420000047,118.36905280000065,62,imgs/3_stim.png,0.046165144601044046,0.509369274120771,0.244184385882517,118.58571180000035,118.61911430000055,118.65244280000024,118.68578670000079,q,1.1058585999999195,118.0354741000001,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,119.18600700000025,119.93630640000083,63,imgs/1_stim.png,0.01013459301186799,0.7416786525711807,0.04370778160799538,119.95295780000015,119.98630970000067,119.98630970000067,120.01968639999996,e,1.3610202999998364,119.36937920000037,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,120.76999100000012,121.72041920000083,64,imgs/3_stim.png,0.023850424186459596,0.9462291014451485,0.2754669380239708,121.97054380000009,122.00388100000055,122.02052450000065,122.05389710000054,e,1.6959471000000121,120.95338970000012,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,122.68748300000061,123.65456970000014,65,imgs/4_stim.png,0.038931559056759886,0.9619172771692999,0.45129828393006216,124.08813790000022,124.1215473000002,124.13810920000014,124.17146860000048,e,1.7505599999994956,122.87087430000065,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,124.65500610000072,125.6553973,66,imgs/2_stim.png,0.07464976080682856,0.9874273390327277,0.2684092686302534,125.88888020000013,125.92223450000074,125.98891430000003,126.02226110000083,q,1.5818907000002582,124.83840520000012,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,126.45574670000042,127.12277370000083,67,imgs/4_stim.png,0.04434952611959807,0.6554473847850484,0.23261096197362735,127.32279670000025,127.35613290000038,127.38947400000052,127.42286140000033,q,1.561185800000203,126.63916080000035,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,128.23987540000053,129.09024070000032,68,imgs/3_stim.png,0.015716471734881825,0.8418514538858475,0.3997736680218946,129.45703660000072,129.49038629999995,129.49038629999995,129.52378500000032,e,1.810065100000429,128.42327410000053,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,130.27407270000003,131.07443950000015,69,imgs/1_stim.png,0.01047726971796548,0.7931731332143066,0.3029089062023533,131.3578836000006,131.39123240000026,131.39123240000026,131.42459130000043,a,1.4716588000001138,130.45751070000006,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,131.97482470000068,132.50842920000014,70,imgs/1_stim.png,0.09795647975033225,0.5273685389454328,0.012654351120264806,132.49177000000054,132.5250289000005,132.6251138000007,132.65850540000065,q,1.2288398000000598,132.1582371000004,None,,,stephen6,001,2023_Apr_30_2057,meta-mask2,2021.2.3,59.95372771307742,
